name,class,itemLV,battleLV,expeditionLV,engraving_simple,engraving_detail,stat,card,gem_simple,equipment,equipment_name,accessory,power,vitality
블루밍소설,배틀마스터,1595.83,60,223,333322,"원한 Lv. 3,돌격대장 Lv. 3,질량 증가 Lv. 3,아드레날린 Lv. 3,오의 강화 Lv. 2,각성 Lv. 2","치명 65,특화 866,신속 1574","세상을 구하는 빛 6세트,30각성합계","10홍 x2,9멸 x5,9홍 x1,7홍 x3","건틀릿/18/lv1525/0,머리장식/13/lv1525/0,상의/13/lv1525/0,하의/14/lv1525/0,장갑/13/lv1525/0,견갑/14/lv1525/0","가라앉은 욕망의 배신 건틀릿,가라앉은 욕망의 배신 머리장식,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑",,54546,173448
채연,기공사,1588.33,60,240,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,역천지체 Lv. 3,아드레날린 Lv. 3,속전속결 Lv. 1","치명 535,특화 1784,신속 125","세상을 구하는 빛 6세트,30각성합계","9멸 x3,9홍 x2,7멸 x2,7홍 x4","기공패/22/lv1390/0,머리장식/19/lv1390/0,상의/14/lv1525/0,하의/19/lv1390/0,장갑/14/lv1525/0,견갑/19/lv1390/0","몽환의 환각 기공패,몽환의 환각 머리장식,차오른 몽환의 환각 상의,몽환의 환각 하의,차오른 몽환의 환각 장갑,몽환의 환각 견갑",,49942,169754
배선덕,소서리스,1585.0,60,163,33331,"선수필승 Lv. 3,저주받은 인형 Lv. 3,타격의 대가 Lv. 3,속전속결 Lv. 3,아드레날린 Lv. 1","치명 556,특화 1800,신속 114","세상을 구하는 빛 6세트,18각성합계","10멸 x3,10홍 x1,8멸 x1,7멸 x3,7홍 x3","스태프/20/lv1390/0,머리장식/19/lv1390/0,상의/19/lv1390/0,하의/19/lv1390/0,장갑/15/lv1525/0,어깨장식/19/lv1390/0","숨죽인 배신의 부름 롱 스태프,숨죽인 배신의 부름 머리장식,욕망의 배신 상의,욕망의 배신 하의,가라앉은 욕망의 배신 장갑,욕망의 배신 어깨장식",,48857,145423
보이드어벤저,버서커,1581.67,60,164,33333,"실드 관통 Lv. 3,불굴 Lv. 3,굳은 의지 Lv. 3,광기 Lv. 3,중갑 착용 Lv. 3","치명 124,특화 174,신속 503","침묵하는 거인의 숲 3세트,9각성합계","9멸 x2,7멸 x3,7홍 x6","대검/20/lv1390/0,투구/19/lv1390/0,상의/19/lv1390/0,하의/19/lv1390/0,장갑/19/lv1390/0,견갑/19/lv1390/0","숨죽인 배신의 부름 대검,아득한 배신의 시선 투구,아득한 배신의 시선 상의,아득한 배신의 시선 하의,숨죽인 배신의 부름 장갑,숨죽인 배신의 부름 견갑",,40038,182476
S순이견주2,소서리스,1580.83,60,186,333331,"원한 Lv. 3,점화 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,속전속결 Lv. 3,에테르 포식자 Lv. 1","치명 138,특화 1766,신속 539","카제로스의 군단장 6세트,18각성합계","9멸 x3,7멸 x3,7홍 x5","스태프/14/lv1525/0,머리장식/18/lv1390/0,상의/19/lv1390/0,하의/19/lv1390/0,장갑/19/lv1390/0,어깨장식/19/lv1390/0","차오른 몽환의 환각 롱 스태프,몽환의 환각 머리장식,몽환의 환각 상의,몽환의 환각 하의,몽환의 환각 장갑,몽환의 환각 어깨장식",,41640,148733
데이지아SR,소서리스,1580.0,60,201,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,환류 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,돌격대장 Lv. 1","치명 1532,특화 58,신속 835","카제로스의 군단장 6세트,18각성합계","9멸 x4,9홍 x1,8멸 x3,8홍 x3","스태프/20/lv1390/0,머리장식/19/lv1390/0,상의/19/lv1390/0,하의/18/lv1390/0,장갑/19/lv1390/0,어깨장식/19/lv1390/0","몽환의 악몽 롱 스태프,몽환의 악몽 머리장식,몽환의 악몽 상의,몽환의 악몽 하의,몽환의 악몽 장갑,몽환의 악몽 어깨장식",,40840,140115
잠옷소년,호크아이,1568.33,60,170,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,죽음의 습격 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 1","치명 1388,특화 153,신속 721","세상을 구하는 빛 6세트,18각성합계",,"활/19/lv1390/0,모자/18/lv1390/0,상의/17/lv1390/0,하의/17/lv1390/0,장갑/18/lv1390/0,견갑/18/lv1390/0","숨죽인 배신의 부름 활,숨죽인 배신의 부름 모자,숨죽인 배신의 부름 상의,아득한 배신의 시선 하의,숨죽인 배신의 부름 장갑,숨죽인 배신의 부름 견갑",,44986,144468
메리크리스마스,바드,1561.67,60,126,333331,"최대 마나 증가 Lv. 3,절실한 구원 Lv. 3,중갑 착용 Lv. 3,각성 Lv. 3,전문의 Lv. 3,위기 모면 Lv. 1","치명 20,특화 607,신속 1680",필드 보스 II 6세트,"8홍 x1,7멸 x1,7홍 x9","하프/16/lv1390/0,머리장식/18/lv1390/0,상의/17/lv1390/0,하의/17/lv1390/0,장갑/17/lv1390/0,어깨장식/18/lv1390/0","아득한 배신의 시선 리아네 하프,욕망의 배신 머리장식,숨죽인 배신의 부름 상의,숨죽인 배신의 부름 하의,숨죽인 배신의 부름 장갑,아득한 배신의 시선 어깨장식",,35840,142336
루나틱여행,리퍼,1560.0,60,222,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,돌격대장 Lv. 3,갈증 Lv. 3,아드레날린 Lv. 1","치명 65,특화 1244,신속 1042","세상을 구하는 빛 6세트,30각성합계","7멸 x5,7홍 x6","대거/17/lv1390/0,머리장식/17/lv1390/0,상의/17/lv1390/0,하의/17/lv1390/0,장갑/17/lv1390/0,견갑/17/lv1390/0","메마른 사멸의 밤 대거,드러난 사멸의 저주 머리장식,드러난 사멸의 저주 상의,드러난 사멸의 저주 하의,드러난 사멸의 저주 장갑,드러난 사멸의 저주 견갑",,42528,117994
훈건장,스카우터,1560.0,60,124,33333,"원한 Lv. 3,바리케이드 Lv. 3,돌격대장 Lv. 3,진화의 유산 Lv. 3,아드레날린 Lv. 3","치명 602,특화 1640,신속 46","세상을 구하는 빛 6세트,18각성합계",5원해 x1,"머신건/20/lv1390/0,모자/16/lv1390/0,상의/16/lv1390/0,하의/16/lv1390/0,장갑/17/lv1390/0,견갑/17/lv1390/0","속삭이는 환각의 메아리 서브 머신건,속삭이는 환각의 메아리 모자,분열한 환각의 절규 상의,속삭이는 환각의 메아리 하의,환각의 절규 장갑,속삭이는 환각의 메아리 견갑",,37278,129563
명진님s,바드,1558.33,60,167,33333,"급소 타격 Lv. 3,절실한 구원 Lv. 3,중갑 착용 Lv. 3,각성 Lv. 3,전문의 Lv. 3","치명 45,특화 808,신속 1382",필드 보스 II 4세트,7홍 x8,"하프/15/lv1390/0,머리장식/17/lv1390/0,상의/18/lv1390/0,하의/17/lv1390/0,장갑/17/lv1390/0,어깨장식/17/lv1390/0","드리운 갈망의 경계 리아네 하프,대면한 갈망의 타락 머리장식,대면한 갈망의 타락 상의,대면한 갈망의 타락 하의,대면한 갈망의 타락 장갑,대면한 갈망의 타락 어깨장식",,34089,130301
헵짚,데모닉,1551.67,60,127,333331,"멈출 수 없는 충동 Lv. 3,원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,돌격대장 Lv. 3,아드레날린 Lv. 1","치명 532,특화 1807,신속 129","세상을 구하는 빛 6세트,18각성합계","9멸 x1,8홍 x1","데모닉웨폰/19/lv1390/0,머리장식/15/lv1390/0,상의/16/lv1390/0,하의/15/lv1390/0,장갑/16/lv1390/0,견갑/16/lv1390/0","속삭이는 환각의 메아리 데모닉웨폰,속삭이는 환각의 메아리 머리장식,분열한 환각의 절규 상의,속삭이는 환각의 메아리 하의,속삭이는 환각의 메아리 장갑,속삭이는 환각의 메아리 견갑",,42560,138405
배천덕,건슬링어,1551.67,60,163,333321,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 2,피스메이커 Lv. 1","치명 1349,특화 530,신속 539","세상을 구하는 빛 6세트,18각성합계","7멸 x7,7홍 x4","총/20/lv1390/0,모자/15/lv1390/0,상의/15/lv1390/0,하의/15/lv1390/0,장갑/16/lv1390/0,견갑/16/lv1390/0","아득한 배신의 시선 총,숨죽인 배신의 부름 모자,숨죽인 배신의 부름 상의,숨죽인 배신의 부름 하의,숨죽인 배신의 부름 장갑,숨죽인 배신의 부름 견갑",,43267,127208
귀여운눈나,건슬링어,1550.0,60,183,333331,"저주받은 인형 Lv. 3,원한 Lv. 3,예리한 둔기 Lv. 3,피스메이커 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 1","치명 1456,특화 769,신속 54","세상을 구하는 빛 6세트,30각성합계","7멸 x6,7홍 x5","총/19/lv1390/0,모자/15/lv1390/0,상의/15/lv1390/0,하의/15/lv1390/0,장갑/16/lv1390/0,견갑/16/lv1390/0","그릇된 구원의 여로 총,끝없는 구원의 사슬 모자,끝없는 구원의 사슬 상의,끝없는 구원의 사슬 하의,끝없는 구원의 사슬 장갑,끝없는 구원의 사슬 견갑",,43724,138963
능동로무법자,건슬링어,1548.33,60,204,333321,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 2,피스메이커 Lv. 1","치명 1106,특화 623,신속 609","세상을 구하는 빛 6세트,18각성합계","9홍 x1,8홍 x1,7멸 x7,7홍 x2","총/17/lv1390/0,모자/15/lv1390/0,상의/15/lv1390/0,하의/15/lv1390/0,장갑/17/lv1390/0,견갑/16/lv1390/0","그릇된 구원의 여로 총,그릇된 구원의 여로 모자,그릇된 구원의 여로 상의,끝없는 구원의 사슬 하의,그릇된 구원의 여로 장갑,그릇된 구원의 여로 견갑",,39911,117168
파이터팽,인파이터,1545.0,60,181,33333,"원한 Lv. 3,예리한 둔기 Lv. 3,극의: 체술 Lv. 3,기습의 대가 Lv. 3,아드레날린 Lv. 3","치명 1027,특화 55,신속 1134","세상을 구하는 빛 6세트,18각성합계","7멸 x6,7홍 x5","건틀릿/17/lv1390/0,머리장식/15/lv1390/0,상의/15/lv1390/0,하의/15/lv1390/0,장갑/16/lv1390/0,견갑/15/lv1390/0","아득한 배신의 시선 헤비 건틀릿,아득한 배신의 시선 머리장식,숨죽인 배신의 부름 상의,숨죽인 배신의 부름 하의,아득한 배신의 시선 장갑,아득한 배신의 시선 견갑",,34514,129081
추합,스트라이커,1541.67,60,170,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,일격필살 Lv. 3,슈퍼 차지 Lv. 1","치명 791,특화 1394,신속 40","남겨진 바람의 절벽 6세트,12각성합계",,"건틀릿/18/lv1390/0,머리장식/14/lv1390/0,상의/15/lv1390/0,하의/14/lv1390/0,장갑/15/lv1390/0,견갑/15/lv1390/0","아득한 배신의 시선 건틀릿,아득한 배신의 시선 머리장식,숨죽인 배신의 부름 상의,아득한 배신의 시선 하의,아득한 배신의 시선 장갑,아득한 배신의 시선 견갑",,41491,131873
능동로솜주먹,리퍼,1540.0,60,204,33333,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,달의 소리 Lv. 3","치명 517,특화 1745,신속 54","세상을 구하는 빛 6세트,18각성합계","7멸 x3,7홍 x4,6홍 x2,5홍 x2","대거/15/lv1390/0,머리장식/15/lv1390/0,상의/15/lv1390/0,하의/15/lv1390/0,장갑/15/lv1390/0,견갑/15/lv1390/0","메마른 사멸의 밤 대거,메마른 사멸의 밤 머리장식,메마른 사멸의 밤 상의,메마른 사멸의 밤 하의,메마른 사멸의 밤 장갑,메마른 사멸의 밤 견갑",,37011,115226
가지꼬치구이,인파이터,1516.67,60,192,33333,"기습의 대가 Lv. 3,원한 Lv. 3,극의: 체술 Lv. 3,돌격대장 Lv. 3,아드레날린 Lv. 3","치명 816,특화 60,신속 1370","세상을 구하는 빛 6세트,30각성합계","7멸 x6,7홍 x5","건틀릿/15/lv1390/0,머리장식/20/lv1340/0,상의/16/lv1390/0,하의/20/lv1340/0,장갑/15/lv1390/0,견갑/20/lv1340/0","메마른 사멸의 밤 헤비 건틀릿,거짓된 사멸의 대지 머리장식,메마른 사멸의 밤 상의,거짓된 사멸의 대지 하의,사멸의 밤 장갑,거짓된 사멸의 대지 견갑",,30532,150552
썬연료2,건슬링어,1507.5,60,161,333321,"정기 흡수 Lv. 3,원한 Lv. 3,예리한 둔기 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 2,피스메이커 Lv. 1","치명 1440,특화 436,신속 29","세상을 구하는 빛 6세트,18각성합계","8멸 x4,8홍 x5,7멸 x2","총/22/lv1340/0,모자/21/lv1340/0,상의/21/lv1340/0,하의/21/lv1340/0,장갑/21/lv1340/0,견갑/21/lv1340/0","추악한 악몽의 꽃 총,추악한 악몽의 꽃 모자,추악한 악몽의 꽃 상의,추악한 악몽의 꽃 하의,추악한 악몽의 꽃 장갑,추악한 악몽의 꽃 견갑",,29181,123834
커피창,창술사,1500.0,60,200,33333,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,돌격대장 Lv. 3,절정 Lv. 3","치명 65,특화 1784,신속 636","세상을 구하는 빛 6세트,30각성합계","8홍 x1,7멸 x6,7홍 x4","창/20/lv1340/0,머리장식/20/lv1340/0,상의/13/lv1390/0,하의/13/lv1390/0,장갑/20/lv1340/0,견갑/20/lv1340/0","추악한 악몽의 꽃 창,추악한 악몽의 꽃 머리장식,타오르는 악몽의 그림자 상의,타오르는 악몽의 그림자 하의,추악한 악몽의 꽃 장갑,추악한 악몽의 꽃 견갑",,31248,139932
한낼,건슬링어,1480.0,60,238,333321,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 2,피스메이커 Lv. 1","치명 1270,특화 454,신속 556","세상을 구하는 빛 6세트,30각성합계","7멸 x6,7홍 x5","총/20/lv1340/0,모자/19/lv1340/0,상의/19/lv1340/0,하의/19/lv1340/0,장갑/20/lv1340/0,견갑/19/lv1340/0","추악한 악몽의 꽃 총,추악한 악몽의 꽃 모자,추악한 악몽의 꽃 상의,추악한 악몽의 꽃 하의,추악한 악몽의 꽃 장갑,추악한 악몽의 꽃 견갑",,29599,124551
왜이리더워,소서리스,1475.0,59,111,33333,"원한 Lv. 3,점화 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,속전속결 Lv. 3","치명 41,특화 1618,신속 539",트리시온 6세트,"7멸 x3,6멸 x3,6홍 x4,5홍 x1","스태프/20/lv1340/0,머리장식/19/lv1340/0,상의/19/lv1340/0,하의/18/lv1340/0,장갑/19/lv1340/0,어깨장식/19/lv1340/0","악몽의 꽃 롱 스태프,악몽의 꽃 머리장식,악몽의 꽃 상의,악몽의 꽃 하의,추악한 악몽의 꽃 장갑,악몽의 꽃 어깨장식",,25119,109055
우유맛조아,버서커,1467.5,59,148,33331,"원한 Lv. 3,예리한 둔기 Lv. 3,달인의 저력 Lv. 3,저주받은 인형 Lv. 3,광기 Lv. 1","치명 1209,특화 47,신속 834",세상을 구하는 빛 6세트,"7멸 x1,7홍 x1,6멸 x1,5멸 x5,5홍 x3","대검/18/lv1340/0,투구/19/lv1340/0,상의/18/lv1340/0,하의/18/lv1340/0,장갑/19/lv1340/0,견갑/19/lv1340/0","악몽의 꽃 대검,악몽의 꽃 투구,악몽의 꽃 상의,악몽의 꽃 하의,악몽의 꽃 장갑,악몽의 꽃 견갑",,26636,98480
그리워아만,소서리스,1462.5,57,113,33331,"점화 Lv. 3,원한 Lv. 3,타격의 대가 Lv. 3,속전속결 Lv. 3,아드레날린 Lv. 1","치명 512,특화 1492,신속 27","남겨진 바람의 절벽 6세트,12각성합계","7홍 x1,6멸 x2,5멸 x3,5홍 x5","스태프/19/lv1340/0,머리장식/18/lv1340/0,상의/18/lv1340/0,하의/18/lv1340/0,장갑/18/lv1340/0,어깨장식/18/lv1340/0","악몽의 꽃 롱 스태프,악몽의 꽃 머리장식,악몽의 꽃 상의,선택의 하의,악몽의 꽃 장갑,예정된 결단의 어깨장식",,23497,86163
